"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14"
"159";10,172;3,713;0,475;0,355;0,905;0,047;6,269;2,419;68,949;2,662;2,976;0;1,057;0
"160";37,923;6,592;2,161;0,088;1,136;0,12;8,455;2,158;36,611;2,031;2,677;0;0,047;0
"161";26,608;1,663;6,289;0,706;0,877;0;0,791;0,528;20,129;41,654;0,713;0;0,042;0
"162";34,386;29,984;5,52;4,017;0,49;0,101;9,348;3,904;0;2,418;8,802;0;1,03;0
"163";28,61;6,663;0,886;0,033;1,185;0,063;8,123;9,943;42,665;0,94;0,849;0;0,04;0
"164";21,573;67,916;0,042;0,136;0,675;0,011;0,633;0,61;7,579;0,384;0,419;0;0,021;0
"165";46;7,945;2,33;0,176;0,309;0,074;3,397;1,513;35,667;0,882;1,434;0;0,273;0
"166";31,408;7,676;0,235;0,089;0,37;0,044;4,203;1,472;46,48;1,872;6,067;0;0,086;0
"167";36,175;29,07;4,566;2,179;1,257;0,088;1,681;1,019;18,959;1,474;3,473;0;0,059;0
"168";38,643;35,41;2,349;0,186;4,108;2,63;4,108;2,352;0;1,797;8,332;0;0,086;0
"169";12,203;78,78;0,258;0,204;4,574;0,033;0,535;0,753;0;1,308;0,84;0;0,512;0
"170";69,398;10,869;2,129;0,271;0,594;0,109;5,365;2,792;0;3,222;5,13;0;0,122;0
"171";25,987;7,139;1,646;0,529;18,023;0,55;5,38;25,004;0;4,386;11,138;0;0,218;0
"172";45,579;12,548;1,498;1,014;2,142;0,078;12,628;1,991;0;19,956;2,393;0;0,173;0
"173";75,232;13,41;0,993;0,392;1,608;0,058;2,243;2,463;0;1,571;2,031;0;0;0
"174";49,462;16,793;0,817;1,168;0,705;0,055;4,249;1,161;0;7,126;18,3;0;0,163;0
"175";69,563;10,835;4,101;0,219;0,814;0,074;3,583;1,639;0;3,442;3,295;0;2,433;0
"176";52,68;8,583;0,572;0,47;0,999;0,017;2,089;0,787;28,933;0,43;4,376;0;0,063;0
"177";8,372;2,571;0,443;0,209;0,508;1,06;19,298;1,127;21,098;0,673;44,591;0;0,05;0
"178";89,024;4,514;0,365;0;0,199;0;2,985;0,315;0;0,64;1,938;0;0,019;0
"179";31,443;6,419;0,248;0,294;2,108;0,783;3,784;3,379;38,798;9,882;2,498;0;0,365;0
"180";7,89;17,625;0,839;0,135;1,384;0,085;0,909;1,041;66,388;1,765;1,299;0;0,642;0
"181";33,863;3,917;14,29;2,699;1,311;0,063;37,983;3,735;0;0,693;1,354;0;0,091;0
"182";42,01;3,433;0,12;0,236;3,977;0,09;0,314;5,65;16,637;25,349;2,055;0;0,127;0
"183";37,177;45,531;0,727;0,133;2,436;0,032;2,758;5,324;0;1,137;4,695;0;0,051;0
"184";40,936;13,858;8,408;0,223;1,506;0,079;6,665;11,569;0;4,459;12,154;0;0,143;0
"185";33,854;7,224;0,536;2,429;1,211;0,039;3,623;1,517;36,338;7,691;3,744;0;1,795;0
"186";43,205;18,08;0,619;0,399;6,439;0,125;7,245;7,097;0;7,248;9,355;0;0,188;0
"187";49,359;22,857;3,529;1,519;2,024;0,729;7,573;3,69;0;2,778;5,73;0;0,213;0
"188";44,521;5,866;0,152;0,042;1,297;0,013;3,863;1,341;35,207;1,221;3,971;0;2,505;0
"189";66,625;15,193;0,31;0,424;1,458;0,071;3,031;2,548;0;3,86;5,647;0;0,834;0
"190";37,073;7,998;1,667;0,06;0,652;0,074;3,997;1,966;41,212;2,341;2,716;0;0,246;0
"191";16,194;14,307;1,503;0,257;0,695;0,191;4,276;1,392;52,06;4,39;4,708;0;0,026;0
"192";48;6,615;0,149;0,251;2,633;0,026;3,375;0,628;34,152;3,172;0,711;0;0,289;0
"193";95,652;0,953;0,016;0,009;0,033;0,019;0,348;0,536;0;0,104;2,305;0;0,024;0
"194";8,991;3,374;0,38;0,161;0,643;1,377;2,554;1,644;73,229;4,074;3,336;0;0,237;0
"195";84,625;0,554;0,503;0,067;0,072;0,005;0,315;1,069;11,844;0,463;0,474;0;0,009;0
"196";26,163;16,129;0,803;0,131;0,743;0,049;1,238;1,378;48,771;3,133;1,402;0;0,058;0
"197";32,386;19,423;1,136;1,23;4,132;0,188;17,018;7,325;0;12,353;4,046;0;0,763;0
"198";65,778;4,901;0,902;0,044;0,098;0,006;0,37;1,034;6,127;1,021;19,623;0;0,097;0
"199";39,394;3,925;0,088;1,327;0,861;0,644;1,844;0,809;45,118;4,668;1,259;0;0,064;0
"200";68,633;1,55;13,488;0,015;0,222;0,026;0,894;0,294;14,112;0,117;0,605;0;0,043;0
"201";40,535;27,44;0,765;0,145;0,33;0,043;1,72;0,719;20,989;5,83;1,438;0;0,046;0
"202";31,279;5,811;0,287;0,327;1,873;0,792;6,989;2,044;41,96;3,054;5,114;0;0,47;0
"203";83,424;6,289;0,238;0,154;0,509;0,038;2,746;1,078;0;0,903;3,923;0;0,698;0
"204";11,311;1,285;0,824;7,32;0,399;0,016;0,981;0,564;63,326;13,019;0,885;0;0,069;0
"205";31,061;5,863;0,284;0,095;0,592;0,027;4,827;2,224;52,05;0,551;2,257;0;0,168;0
"206";18,219;11,564;27,422;0,143;2,967;0,965;3,086;1,886;30,966;1,23;1,503;0;0,05;0
"207";96,155;0,323;0,075;0,027;0,025;0,062;0,084;0,559;1,426;1,04;0,22;0;0,003;0
"208";1,72;1,222;0,264;0,05;0,258;0,039;88,213;0,249;7,572;0,123;0,274;0;0,014;0
"209";24,273;62,324;1,111;0,201;1,171;0,094;2,233;4,885;0;1,684;1,823;0;0,201;0
"210";22,813;10,736;1,255;1,845;1,641;0,069;2,396;1,6;51,045;3,203;3,171;0;0,226;0
"211";15,864;4,803;0,207;2,341;49,966;0,05;1,672;1,096;18,606;1,484;3,669;0;0,243;0
"212";17,868;4,616;5,594;15,217;0,364;0,035;1,463;4,502;29,052;18,194;3,02;0;0,075;0
"213";44,784;10,465;1,745;0,42;1,314;0,727;10,34;22,794;0;2,896;4,38;0;0,136;0
