"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11"
"617";2,284;18,072;9,598;31,698;0,136;5,352;29,025;0;0,184;1,149;2,501
"618";0,111;18,488;4,669;47,712;0,136;3,408;14,849;0;2,506;3,58;4,54
"619";0,441;47,789;5,853;6,763;0,222;6,856;22,019;0;0,684;1,922;7,45
"620";0,061;8,923;0,897;84,313;0,161;1,059;2,858;0;0,123;0,334;1,272
"621";1,755;9,295;7,271;23,317;39,659;1,342;10,493;0;0,264;1,683;4,921
"622";0,401;27,36;5,507;46,191;0,031;0,575;4,013;0;0,6;0,768;14,555
"623";0,129;22,816;8,279;26,143;5,143;1,887;20,254;0;9,723;2,951;2,675
"624";0,271;20,522;9,04;24,422;1,117;1,848;17,982;0;14,856;8,074;1,868
"625";0,132;90,959;1,845;2,53;0;0,281;2,798;0;0,066;0,197;1,192
"626";0,394;21,765;1,031;8,453;0,024;0,407;65,059;0;0,381;1,355;1,132
"627";0,631;15,642;12,187;44,927;0,879;2,248;7,152;0;6,152;1,378;8,804
"628";0,305;24,045;3,576;23,198;0,263;2,285;22,557;0;1,572;3,884;18,314
"629";0,387;10,685;11,705;40,899;0,357;24,4;5,083;0;1,128;3,544;1,813
"630";0,425;29,593;6,245;22,772;0,795;12,943;21,496;0;0,513;2,257;2,962
"631";0,041;19,986;8,101;44,444;0,31;7,163;17,76;0;0,413;1,232;0,551
"632";0,125;10,841;1,612;9,467;0,846;1,269;61,942;0;0,097;7,158;6,643
"633";0,309;29,617;7,538;15,888;1,884;2,697;6,448;0;0,359;17,63;17,63
"634";0,258;70,927;2,419;10,161;0,538;0,35;12,231;0;0,222;1,425;1,468
"635";5,116;45,123;11,197;20,857;0,591;0,367;14,746;0;0,411;0,755;0,836
"636";0,287;45,956;4,207;14,201;1,43;3,264;25,068;0;2,663;1,638;1,285
"637";2,649;28,901;2,168;3,794;0,158;1,963;42,799;0;0,151;13,985;3,432
"638";0,063;77,914;12,145;2,083;0,023;0,383;3,637;0;0,096;0,59;3,067
"639";0,335;96,367;0,415;1,19;0,019;0,108;1,087;0;0,044;0,138;0,297
"640";0,122;53,782;3,957;7,472;0,304;3,287;27,163;0;0,196;1,476;2,242
"641";0,054;10,413;5,11;7,972;0,238;0,393;18,105;0;1,464;0,581;55,668
"642";0,013;85,93;1,866;5,112;0,25;1,158;2,66;0;0,073;0,89;2,048
"643";0,179;29,252;12,003;6,975;0,12;1,053;40,715;0;0,807;3,578;5,319
"644";0,148;55,499;10,649;9,41;0,208;6,893;10,466;0;0,852;3,828;2,047
"645";0,92;12,014;3,91;8,493;2,837;0,44;64,88;0;0,303;3,288;2,914
"646";0,231;29,4;9,415;12,84;0,373;2,972;26,219;0;0,238;2,019;16,292
"647";0,015;98,253;0,272;0,959;0,029;0,074;0,257;0;0,023;0,031;0,086
"648";0,246;20,349;5,601;46,911;0,104;1,219;6,684;0;0,283;2,614;15,988
"649";0,215;33,597;9,08;17,626;1,543;1,638;30,785;0;0,312;1,447;3,759
"650";0,195;32,467;4,244;40,671;0,48;6,976;11,788;0;0,16;0,682;2,337
"651";0,686;30,379;12,475;29,411;0,889;8,977;8,789;0;0,625;3,2;4,569
"652";0,179;15,536;30,856;16,612;0,984;6,347;16,386;0;0,63;3,134;9,335
"653";0,688;58,244;19,069;4,886;0,061;0,365;13,492;0;0,139;0,067;2,989
"654";0,031;51,903;3,785;11,408;0,361;0,716;26,974;0;0,173;2,088;2,56
"655";0,192;44,978;7,964;6,032;5,104;2,205;23,628;0;1,483;4,563;3,852
"656";0,515;21,813;7,733;6,637;0,567;2,01;17,126;0;0,113;3,967;39,52
"657";0,043;36,611;1,733;56,431;0,216;1,658;2,192;0;0,181;0,289;0,645
"658";0,059;85,824;4,391;2,747;0,073;0,292;4,57;0;0,133;0,41;1,5
"659";0,121;8,401;3,045;49,155;0,202;1,407;29,236;0;0,58;2,448;5,405
"660";0,348;52,933;6,988;6,766;0,256;10,435;12,437;0;0,293;5,382;4,161
"661";0,136;11,978;21,062;22,386;0,333;1,443;25,137;0;0,263;10,601;6,661
"662";0,487;21,383;12,214;12,171;0,227;0,599;10,908;0;1,766;3,191;37,053
"663";0,165;52,489;10,246;14,696;1,49;6,51;11,423;0;0,398;0,761;1,821
"664";0,118;35,168;2,878;7,84;0,304;0,736;46,23;0;0,334;0,545;5,848
"665";0,063;49,653;3,655;10,475;0,534;1,457;3,841;0;0,383;0,849;29,09
"666";0,016;93,411;1,452;2,748;0,067;0,505;0,979;0;0,022;0,525;0,275
"667";0,194;33,276;9,347;33,939;0,123;2,375;10,446;0;1,573;3,038;5,689
"668";0,423;21,283;17,753;16,229;0;9,747;26,001;0;1,347;2,978;4,24
"669";23,364;23,081;13,714;23,45;1,68;2,166;6,813;0;0,551;1,537;3,643
"670";6,45;31,402;10,254;20,697;0,487;4,158;16,467;0;1,566;2,41;6,109
"671";0,638;20,861;8,022;26,888;0,184;2,663;9,887;0;1,23;12,816;16,811
"672";0,014;1,902;0,668;2,03;0,11;0,176;1,391;0;0,019;0,074;93,616
"673";0,154;32,616;21,795;17,434;0,857;0,762;12,185;0;0,874;3,334;9,988
"674";0,065;33,721;10,487;18,004;0,157;4,498;25,52;0;0,51;1,373;5,663
"675";0,314;15,741;6,777;37,408;0,67;2,16;17,026;0;0,364;2,04;17,501
"676";0,256;26,277;18,178;25,629;0,621;1,765;15,961;0;3,759;4,244;3,31
"677";1,095;19,814;3,463;10,308;0,426;48,981;6,701;0;0,22;0,914;8,079
"678";0,278;45,653;6,516;14,651;0,159;1,126;18,154;0;3,838;2,051;7,573
"679";0,186;17,541;8,58;14,061;14,477;1,558;25,008;0;0,949;6,279;11,36
"680";0,519;31,14;6,661;10,47;0,512;6,038;9,603;0;0,148;4,519;30,389
"681";0,923;35,898;8,374;21,135;0,729;3,159;17,262;0;1,567;2,007;8,946
"682";0,117;10,225;2,928;3,487;0;1,44;5,989;0;0,183;0,498;75,133
"683";1,147;28,812;7,723;12,811;1,897;5,817;27,392;0;2,537;2,678;9,186
"684";0,237;11,807;19,902;37,922;0,274;5,104;15,672;0;0,309;5,728;3,045
"685";0,074;13,783;14,671;19,621;0,038;3,156;44,903;0;0,5;0,257;2,998
"686";0,054;17,588;4,636;24,133;0,068;10,507;33,758;0;0,903;1,119;7,235
"687";0,058;33,097;3,594;23,148;0,479;2,209;30,974;0;0,673;2,709;3,059
"688";0,602;22,942;6,172;12,24;0,399;1,15;37,944;0;0,34;16,112;2,099
"689";0,106;15,266;4,389;24,469;0,247;23,463;20,214;0;0,664;1,162;10,019
"690";0,186;19,373;59,43;6,1;0,169;1,135;5,26;0;0,172;5,66;2,513
"691";0,318;18,142;6,191;36,168;0;10,119;24,041;0;3,175;0,489;1,357
"692";0,126;15,035;14,808;50,625;0,486;1,392;11,597;0;0,417;1,889;3,625
"693";0,046;83,229;1,329;7,288;0,36;0,93;4,572;0;0,169;0,559;1,519
"694";0,339;26,778;6,578;39,215;0,059;3,137;16,299;0;2,632;2,156;2,805
"695";0,143;6,523;45,045;8,559;0,082;33,514;3,572;0;0,334;0,532;1,696
"696";0,401;38,684;7,113;13,881;3,373;6,568;18,709;0;0,256;1,5;9,516
"697";0,457;33,652;6,992;9,825;0,09;3,425;14,564;0;0,718;23,666;6,61
"698";0,002;98,051;0,349;0,522;0,288;0,035;0,195;0;0,006;0,145;0,408
"699";1,063;32,847;35,451;15,788;1,008;3,914;5,058;0;0,386;1,987;2,499
"700";0,244;36,906;4,216;10,563;0;0,99;8,052;0;0,156;2,893;35,98
"701";0,002;0,188;0,055;99,336;0,007;0,059;0,18;0;0,001;0,021;0,152
"702";0,756;19,955;38,69;14,937;0,542;1,886;16,384;0;2,006;2,961;1,884
"703";0,223;10,12;1,838;69,081;3,772;3,287;4,192;0;0,37;4,497;2,622
"704";0,172;31,886;38,443;5,645;1,101;2,13;14,918;0;0,39;1,005;4,31
"705";0,007;1,1;0,216;97,822;0,015;0,256;0,266;0;0,033;0,15;0,135
"706";0,35;15,065;4,222;11,787;0,072;1,698;57,633;0;0,028;1,995;7,149
"707";11,92;20,207;11,467;16,325;0,484;2,367;28,092;0;1,315;4,45;3,372
"708";0,508;30,608;10,747;27,138;0,243;1,897;15,929;0;0,59;10,044;2,296
"709";1,296;26,857;16,662;24,21;0,779;5,011;14,753;0;0,345;2,329;7,759
"710";0,113;4,672;8,039;22,538;0,11;47,759;14,405;0;0,058;1,794;0,511
"711";0,966;26,156;5,666;22,792;3,937;4,089;31,059;0;0,46;2,709;2,167
"712";0,168;36,374;9,005;13,032;0,214;6,157;18,083;0;0,399;2,902;13,667
"713";0,429;13,938;6,42;40,909;0,453;7,551;12,079;0;0,79;0,811;16,62
"714";0,597;44,91;12,449;12,369;2,394;2,127;13,743;0;0,372;2,352;8,687
"715";2,056;15,453;1,737;43,995;0,105;0,648;31,995;0;0,258;0,934;2,82
"716";0,027;5,165;1,382;76,987;0,251;1,321;3,893;0;0,107;0,435;10,432
"717";0,469;36,697;16,903;18,87;0,787;1,546;15,759;0;3,292;3,145;2,532
"718";1,614;32,212;5,148;22,023;0,229;3,072;28,968;0;1,389;2,542;2,802
"719";1,064;36,308;5,159;28,53;0,266;2,919;8,344;0;2,963;1,886;12,561
"720";0,31;47,08;5,944;12,497;0;5,664;11,894;0;10,323;2,896;3,392
"721";0,174;14,002;3,926;66,091;3,448;1,403;7,836;0;0,297;0,811;2,012
"722";0,171;7,746;3,306;4,037;0,358;0,803;28,029;0;36,735;0,321;18,493
"723";0,157;16,38;3,168;59,832;0,076;0,607;7,802;0;1,944;6,513;3,523
"724";0,028;44,243;2,699;9,84;0,13;2,297;33,542;0;3,142;1,395;2,683
"725";0,208;30,714;5,063;31,837;0,712;3,107;13,773;0;0,81;5,808;7,968
"726";0,082;27,539;3,859;23,067;0,452;2,543;5,255;0;0,416;35,281;1,505
"727";0,137;47,339;6,158;28,774;0,354;0,949;12,909;0;0,178;1,624;1,577
"728";0,087;15,821;8,896;19,085;0,793;3,55;3,897;0;2,81;9,164;35,898
"729";0,291;8,058;0,914;14,968;0,225;37,305;33,73;0;0,334;0,55;3,625
"730";0,41;15,438;2,309;27,21;0,285;2,282;39,35;0;5,976;1,663;5,077
"731";0,056;2,018;2,183;91,553;0,043;0,289;1,696;0;0,113;0,815;1,233
"732";0,295;74,128;4,315;8,86;0,793;1,618;5,92;0;0,301;2,175;1,595
"733";0,023;56,018;12,296;14,085;0,179;0,294;8,506;0;0,211;2,925;5,462
"734";0,036;39,99;2,228;27,02;0,09;1,658;14,984;0;0,506;0,92;12,568
"735";0,287;33,229;6,345;19,983;2,696;2,639;27,413;0;0,518;1,685;5,206
"736";0,306;6,896;2,991;70,913;0,093;0,528;15,186;0;0,714;1,041;1,332
"737";0,112;38,696;17,207;15,979;1,028;3,107;14,428;0;2,275;3,228;3,94
"738";0,336;32,193;38,02;15,123;0,427;3,488;5,313;0;0,232;2,452;2,417
"739";0,024;68,071;0,404;0,961;0,015;0,064;0,541;0;0,044;29,312;0,565
"740";0,279;22,331;16,249;23,56;1,621;3,339;10,429;0;14,024;3,946;4,223
"741";0,105;35,31;9,974;22,821;0,825;1,457;8,915;0;2,632;1,247;16,714
"742";1,554;8,508;2,374;77,195;0,166;0,599;6,795;0;0,163;0,89;1,755
"743";0,115;50,31;12,609;17,688;0,203;1,317;10,951;0;0,088;1,698;5,02
"744";0,203;48,047;13,689;12,189;0;6,87;15,831;0;0,127;0,887;2,158
"745";0,263;10,089;9,284;60,27;0,205;2,416;12,484;0;0,308;2,07;2,61
"746";6,355;41,935;12,038;18,461;4,249;1,303;8,646;0;0,483;1,404;5,127
"747";0,826;16,222;14,09;26,541;0,149;1,958;33,474;0;0,498;1,636;4,604
"748";0,236;27,987;15,213;11,477;0,415;1,341;20,614;0;0,833;1,496;20,388
"749";0,288;26,169;65,238;1,678;0,781;0,443;1,478;0;0,176;3,24;0,508
"750";0,197;56,995;4,434;15,303;0,128;10,154;9,284;0;0,871;0,932;1,701
"751";0,312;18,484;10,99;33,418;0;23,627;7,51;0;0,449;2,295;2,915
"752";4,143;17,064;5,035;32,697;0,13;0,928;30,968;0;0,245;3,502;5,287
"753";0,776;56,123;1,644;1,767;0,194;5,171;32,923;0;0,146;0,421;0,836
"754";0,336;17,66;9,061;28,119;0,402;1,314;31,871;0;0,207;7,945;3,085
"755";0,416;16,788;12,759;27,028;0,195;8,065;13,69;0;0,444;3,311;17,305
"756";0,114;17,227;11,543;51,568;1,143;0,876;9,385;0;0,305;4,158;3,68
"757";0,281;45,451;9,255;27,753;0,438;1,36;5,621;0;0,174;0,72;8,947
"758";0,238;7,822;1,878;7,907;0,048;0,679;65,257;0;0,217;13,384;2,569
"759";1,023;64,053;9,317;10,017;1,301;0,557;8,489;0;0,997;2,312;1,935
"760";0,248;14,672;2,609;59,636;0,108;6,886;10,701;0;0,233;2,645;2,261
"761";0,188;38,617;11,007;10,755;0,276;2,943;9,714;0;0,899;1,809;23,791
"762";0,074;82,946;0,86;2,129;0,034;5,619;5,171;0;0,102;0,311;2,754
"763";0,13;57,437;9,346;7,172;0,796;4,362;15,889;0;0,116;1,879;2,873
"764";0,355;23,705;40,07;24,445;0,814;2,136;4,766;0;0,154;2,884;0,673
"765";0,162;5,892;3,122;77,213;0,937;2,181;8,563;0;0,101;0,746;1,082
"766";0,366;35,476;12,768;30,504;0,119;1,406;12,161;0;1,654;1,549;3,998
"767";1,287;64,669;6,474;12,113;0,254;2,442;6,056;0;0,131;3,579;2,995
"768";0,259;35,374;8,946;16,598;1,375;3,76;21,354;0;0,937;2,69;8,707
"769";0,805;21,932;10,388;20,872;0,605;9,154;23,218;0;0,364;6,174;6,489
"770";0,476;33,947;10,014;19,398;1,24;4,778;9,859;0;0,883;2,414;16,99
"771";0,171;19,347;4,311;10,008;0,207;1,487;49,675;0;0,186;11,953;2,656
"772";0,424;22,412;46,91;11,186;0,727;2,111;11,191;0;0,639;1,706;2,693
"773";0,185;14,56;69,868;5,851;0,299;2,311;2,681;0;0,452;1,574;2,219
"774";0,054;37,135;3,021;5,14;0,07;0,557;52,401;0;0,104;0,415;1,104
"775";0,956;57,635;4,49;6,86;0,065;11,439;12,748;0;0,174;2,192;3,44
"776";0,22;26,091;4,535;28,325;0,474;1,925;21,853;0;0,402;3,198;12,978
"777";0,354;20,193;6,593;12,27;0,762;35,45;10,43;0;0,323;2,706;10,919
"778";0,089;35,393;16,583;26,008;0,162;0,841;15,209;0;0,218;1,226;4,269
"779";7,919;23,426;10,269;16,337;4,904;0,482;20,301;0;0,525;1,391;14,446
"780";0,152;45,62;24,22;9,188;0,302;3,255;13,096;0;0,586;2,119;1,462
"781";0,142;39,777;6,907;29,334;0;1,308;16,159;0;1,012;1,366;3,996
"782";0,465;23,957;6,917;11,541;0,661;1,19;43,939;0;1,051;2,19;8,089
"783";0,086;72,317;1,477;4,342;0,438;0,383;6,324;0;2,852;1,009;10,774
"784";0,348;43,405;9,776;22,413;0,285;1,75;16,596;0;0,358;2,724;2,344
"785";0,371;17,369;5,83;11,346;0,537;46,896;14,092;0;0,466;0,695;2,399
"786";3,743;53,215;8,048;10,523;0,133;2,056;6,494;0;5,709;1,107;8,973
"787";0,489;63,633;6,55;14,02;0,507;3,818;6,494;0;0,388;1,225;2,876
"788";0,433;37,492;7,012;26,595;1,737;1,045;19,135;0;0,199;3,601;2,751
"789";3,83;23,899;1,674;6,965;0,315;0,223;9,276;0;0,065;1,169;52,585
"790";0,461;39,091;4,17;30,772;0,341;1,53;6,962;0;0,623;8,608;7,442
"791";0,259;10,062;8,637;13,342;1,634;0,871;61,361;0;0,323;1,12;2,391
"792";2,004;29,148;11,645;11,574;2,385;4,818;26,392;0;0,748;5,339;5,947
"793";31,49;31,751;10,408;11,3;0,163;3,278;4,885;0;0,311;1,032;5,381
"794";2,039;39,05;8,252;17,169;0,557;0,322;15,713;0;0,618;1,661;14,619
"795";0,558;7,27;2,117;15,4;0,317;0,494;61,994;0;0,935;0,534;10,381
"796";0,411;60,099;7,534;6,997;0,305;11,575;7,1;0;0,64;2,098;3,241
"797";0;70,203;2,488;4,831;0,137;1,991;3,913;0;0,241;3,895;12,302
"798";0,089;8,89;61,914;17,188;0,974;0,584;4,697;0;0,402;4,194;1,068
"799";0,882;47,078;10,689;17,252;0,806;8,203;9,159;0;0,519;3,82;1,593
"800";0,028;18,305;5,561;7,447;55,925;1,681;7,487;0;0,151;2,408;1,006
"801";0,119;77,067;4,853;4,944;2,169;0,734;4,446;0;0,38;2,106;3,183
"802";2,373;27,873;8,817;21,981;1,053;7,366;20,353;0;0,104;3,728;6,351
"803";1,62;58,27;15,05;7,374;0,962;2,371;7,156;0;0,399;5,72;1,079
"804";0,823;41,369;6,791;30,418;1,277;1,779;10,126;0;0,606;1,841;4,969
"805";0,247;22,25;5,374;45,127;0,646;1,229;11,862;0;0,952;3,713;8,6
"806";0,106;5,923;1,599;86,761;0,056;0,634;2,042;0;0,098;0,291;2,491
"807";0,128;65,22;3,073;18,149;0,141;0,977;8,515;0;0,37;1,448;1,978
"808";0,231;41,483;6,797;13,727;1,74;4,372;20,094;0;2,564;2,257;6,733
"809";0,707;19,188;10,213;19,785;0;27,594;11,551;0;1,809;2,108;7,045
"810";0,329;40,771;4,032;31,769;0,825;1,427;11,16;0;0,464;2,551;6,673
"811";0,019;1,677;0,757;0,656;0,162;0,093;95,893;0;0,108;0,205;0,43
"812";0,081;23,401;12,604;11,351;0,222;1,466;8,701;0;0,179;4,935;37,06
"813";0,087;48,705;2,246;37,791;0,137;1,722;6,352;0;0,066;1,377;1,516
"814";0,31;54,942;2,657;28,862;0,117;1,702;5,58;0;2,202;1,935;1,693
"815";0,27;11,87;2,926;8,391;0,09;1,848;5,811;0;0,279;0,512;68,004
"816";0,113;48,541;6,276;18,584;1,662;0,699;13,595;0;1,126;1,038;8,367
"817";0,756;16,85;9,276;42,7;1,979;2,78;20,807;0;2,293;1,565;0,994
"818";0,787;11,195;1,577;70,54;0,238;1,526;8,227;0;0,89;0,445;4,575
"819";0,666;23,885;10,095;10,259;1,038;2,654;9,213;0;0,797;2,372;39,02
"820";0,261;37,711;5,889;12,678;1,965;1,605;27,713;0;0,37;1,751;10,055
"821";0,78;72,451;2,264;17,315;0,117;0,458;4,815;0;0,258;0,749;0,792
"822";0,233;19,409;39,098;24,76;0,397;1,898;5,311;0;1,882;2,217;4,795
"823";0,678;22,569;25,486;26,278;0,385;2,164;11,543;0;0,75;1,661;8,486
"824";0,024;9,697;25,132;11,876;0,632;1,952;34,777;0;0,538;9,963;5,409
"825";0,083;8,213;2,328;46,703;12,985;0,206;9,33;0;3,465;1,566;15,121
"826";0,804;44,176;17,088;14,222;0,82;4,882;13,813;0;0,573;1,708;1,913
"827";0,037;36,366;9,521;15,101;0,08;1,612;32,248;0;0,483;1,137;3,415
"828";0,333;40,902;6,054;21,239;8,239;3,833;10,495;0;1,831;4,08;2,995
"829";1,43;47,179;8,293;8,142;0,085;1,442;7,138;0;0,361;19,941;5,988
"830";1,511;22,803;5,424;25,509;0,254;8,949;26,092;0;1,783;1,735;5,941
"831";0,56;16,744;12,896;21,222;1,447;19,483;11,843;0;1,628;5,667;8,512
"832";0,195;86,561;1,81;4,104;1,074;0,708;3,128;0;0,121;1,634;0,667
"833";0,355;35,723;6,034;17,856;0,452;1,522;19,239;0;1,123;1,371;16,325
"834";2,444;56,871;5,419;13,277;0,146;1,147;16,977;0;0,201;0,679;2,839
"835";0,245;20,547;21,847;10,602;0,154;1,653;37,078;0;0,097;3,129;4,647
"836";0,69;18,691;9,024;26,864;0,372;15,421;16,799;0;0,267;1,569;10,303
"837";0,065;8,389;9,188;33,778;0,239;33,127;9,831;0;0,097;0,862;4,425
"838";1,763;36,974;9,558;11,572;0,807;1,488;10,697;0;0,317;1,072;25,752
"839";0,278;28,517;6,706;13,582;0,827;16,332;23,206;0;0,207;2,658;7,688
"840";0,289;33,487;3,966;26,196;5,804;1,927;22,939;0;0,938;0,626;3,827
"841";0,134;30,744;3,23;8,848;0,032;3,779;50,417;0;0,578;0,732;1,506
"842";0,727;22,091;4,126;12,132;0,305;1,26;57,435;0;0,28;0,627;1,016
"843";0,326;29,934;7,055;28,773;3,747;5,424;8,051;0;0,662;3,081;12,947
"844";0,088;31,661;4,672;8,048;0,055;37,54;9,43;0;0,172;0,563;7,772
"845";0,007;96,634;1,065;0,588;0,011;0,178;0,562;0;0,025;0,064;0,865
"846";0,072;63,59;6,275;11,287;1,019;2,038;9,122;0;0,088;1,056;5,453
"847";0,11;70,889;4,976;5,432;1,021;1,37;11,579;0;0,776;0,539;3,309
"848";1,089;19,406;20,624;22,328;0,931;2,314;9,226;0;0,625;12,598;10,86
"849";0,384;53,642;8,217;17,818;0,781;2,717;10,757;0;0,849;1,939;2,895
"850";0,909;20,639;7,969;38,921;0,471;2,839;22,984;0;1,043;1;3,224
"851";0,324;24,319;6,491;25,171;1,307;8,196;16,338;0;1,598;2,205;14,051
"852";0,122;44,199;6,771;8,099;0,336;1,81;28,293;0;0,139;8,829;1,399
"853";0,041;4,163;0,797;1,815;0,042;88,18;4,013;0;0,086;0,347;0,517
"854";0,035;10,639;12,678;19,834;0,291;40,499;1,771;0;0,35;12,059;1,844
"855";0,131;39,881;4,523;12,031;1,115;1,923;7,466;0;2,287;15,035;15,608
"856";0,183;43,469;5,941;27,972;1,482;1,61;10,822;0;1,333;1,932;5,256
"857";0,545;63,592;5,344;13,596;0,095;1,593;13,424;0;0,243;0,551;1,017
"858";0,115;18,77;9,761;25,321;4,012;3,38;11,13;0;0,437;1,541;25,533
"859";0,253;20,715;4,447;15,515;0,205;11,355;31,859;0;1,915;3,431;10,305
"860";0,496;22,662;3,2;13,281;0,771;3,256;46,711;0;0,262;1,424;7,937
"861";0,512;16,216;3,953;5,284;0,598;62,155;6,568;0;0,453;0,603;3,659
"862";14,946;35,717;9,979;16,378;0,644;2,157;14,179;0;0,489;1,126;4,384
"863";0,168;55,597;2,185;22,296;0,758;4,136;11,942;0;0,187;0,581;2,149
"864";0,744;21,342;7,76;32,531;0,604;1,859;14,14;0;0,856;1,666;18,497
"865";0,149;32,112;7,23;15,649;0,471;6,924;28,621;0;0,507;2,061;6,277
"866";0,353;59,025;3,417;12,373;0,213;1,065;10,207;0;0,278;5,96;7,109
"867";0,137;5,51;4,216;75,612;0,702;3,697;7,018;0;0,1;1,59;1,418
"868";0,738;27,237;11,156;35,673;1,182;2,002;9,876;0;0,635;6,825;4,676
"869";0,368;27,979;9,377;39,11;0,218;9,985;6,292;0;0,851;1,445;4,375
"870";0,118;20,847;33,373;6,689;0;2,516;12,585;0;0,143;0,697;23,032
"871";0,401;54,211;8,568;13,445;0,225;3,007;9,158;0;0,856;2,176;7,952
"872";0,975;53,945;4,244;17,243;0,687;3,157;11,667;0;0,35;1,719;6,012
"873";0,308;32,693;12,233;22,989;1,662;1,872;19,877;0;1,077;3,89;3,399
"874";0,89;56,644;5,333;7,337;0,462;8,492;3,462;0;8,278;5,334;3,767
"875";0,283;65,298;9,24;2,421;0,083;7,891;10,29;0;1,211;0,81;2,472
"876";5,046;35,212;8,906;42,713;0,157;0,137;5,128;0;0,333;1,708;0,66
"877";0,082;10,122;4,158;25,071;0,083;1,983;6,839;0;0,755;8,816;42,092
"878";0,347;9,259;9,151;29,628;0,376;1,03;22,271;0;1,597;22,877;3,464
"879";0,074;4,97;89,743;2,119;0,008;0,967;0,946;0;0,302;0,262;0,609
"880";0,583;17,435;1,152;7,771;0,292;1,43;17,857;0;0,628;50,761;2,091
"881";0,207;21,986;14,184;22,664;0,575;4,355;25,731;0;0,439;1,102;8,759
"882";0,789;11,031;1,707;76,318;1,251;1,946;3,765;0;0,082;1,861;1,249
"883";0,545;54,921;5,952;20,48;0,894;0,813;11,922;0;0,381;1,65;2,442
"884";0,184;70,183;3,376;5,425;1,396;5,913;8,15;0;1,442;1,26;2,671
"885";0,21;32,095;10,856;18,234;3,652;16,346;5,82;0;0,572;10,266;1,949
"886";0,018;5,211;7,12;1,98;0,51;0,104;1,299;0;0,054;0,363;83,34
"887";0,45;25,721;6,52;24,01;0,67;4,258;28,01;0;1,518;1,601;7,241
"888";0,256;27,479;10,246;18,043;7,075;3,323;22,309;0;0,729;3,816;6,725
"889";1,476;50,131;8,601;12,335;0,936;10,412;7,091;0;0,667;4,852;3,5
"890";0,26;21,688;5,471;25,315;11,963;8,034;22,526;0;1,089;1,928;1,727
"891";2,727;27,457;3,477;12,988;0,253;1,361;47,01;0;0,423;1,524;2,78
"892";0,255;37,712;6,265;6,756;0,28;31,26;7,866;0;0,691;2,629;6,287
"893";0,519;56,861;5,819;5,25;10,224;12,03;3,779;0;2,565;0,779;2,174
"894";0,083;38,928;12,141;9,226;1,031;2,679;30,77;0;0,686;1,377;3,079
"895";0,334;23,684;2,906;9,658;0,896;1,609;5,788;0;0,676;2,007;52,442
"896";0,311;30,794;6,491;11,744;0,387;3,654;20,835;0;1,045;6,959;17,779
"897";0,372;76,55;0,898;17,602;0,051;3,189;0,831;0;0,241;0,107;0,158
"898";0,236;36,66;37,45;8,059;0,396;0,56;9,703;0;0,368;0,947;5,623
"899";0,252;55,276;6,733;5,067;0,318;0,853;3,429;0;0,066;0,303;27,702
"900";0,852;66,142;6,911;7,074;0,156;2,376;12,171;0;0,823;1,756;1,739
"901";0,288;23,975;11,029;23,989;0,877;10,782;10,3;0;0,844;9,214;8,702
"902";0,148;76,806;1,731;8,464;0,609;1,485;7,524;0;0,358;0,973;1,902
"903";0,067;60,798;7,163;16,728;0,375;1,081;7,326;0;1,663;1,239;3,56
"904";0,297;31,487;5,342;37,626;3,813;9,164;9,709;0;0,653;0,698;1,211
"905";0,147;74,702;3,926;11,56;0,303;1,365;4,272;0;1,158;1,89;0,677
"906";0,313;20,535;4,451;10,126;0,357;1,091;14,4;0;0,274;1,594;46,858
"907";0,871;68,651;3,751;4,638;0,51;0,805;7,67;0;0,172;1,491;11,442
"908";0,439;58,459;6,731;17,248;0,688;3,525;4,207;0;0,308;3,785;4,611
"909";0,845;31,494;11,935;31,969;0,678;2,312;14,614;0;0,637;2,352;3,163
"910";0,125;19,74;4,614;10,194;1,543;2,93;53,984;0;0,442;2,033;4,394
"911";0,141;55,971;8,687;11,365;0,177;2,447;4,866;0;0,269;11,286;4,79
"912";0,975;25,585;9,407;19,349;0,973;2,696;20,212;0;6,38;1,522;12,902
"913";0,19;21,284;48,572;16,857;3,813;0,812;4,947;0;0,112;2,205;1,209
"914";0,176;60,966;5,169;22,439;0,246;0,81;5,628;0;1,25;1,18;2,137
"915";0,022;16,184;1,532;76,901;0,03;1,962;2,577;0;0,056;0,305;0,43
"916";0,395;39,012;12,507;17,735;2,109;1,142;21,117;0;0,566;1,411;4,006
"917";0,354;44,264;2,638;35,725;0,461;0,979;7,999;0;0,435;4,522;2,622
"918";0,126;16,784;5,345;18,287;0,258;0,535;53,283;0;0,267;1,798;3,317
"919";0,306;18,651;7,025;54,464;0,189;1,224;7,835;0;0,154;2,746;7,406
"920";0,518;33,645;10,31;13,872;0,215;1,519;35,898;0;0,185;1,839;1,998
"921";0,18;15,9;3,609;26,864;0,385;4,659;11,505;0;5,18;29,846;1,872
"922";0,079;23,089;3,335;12,761;0,069;1,211;6,952;0;0,138;50,148;2,218
"923";0,056;19,896;0,992;2,161;0,13;0,57;74,346;0;0,138;0,211;1,499
"924";0,379;60,287;3,874;15,281;0,071;2,507;6,243;0;7,405;1,632;2,322
"925";0,239;18,21;6,116;4,897;0,343;1,237;63,791;0;0,177;2,824;2,166
"926";1,505;40,927;14,224;16,977;2,465;4,634;6,363;0;2,604;3,618;6,684
