"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13"
"532";0,342;1,503;5,441;0,38;3,341;29,498;4,735;46,772;0;0,52;6,918;0;0,549
"533";0,345;2,054;1,136;0,336;4,393;1,716;0,967;84,842;0;0,144;4,019;0;0,048
"534";2,147;1,635;0,873;0,382;3,448;1,556;1,305;54,039;0;0,273;33,494;0;0,848
"535";0,053;0,142;0,032;0,003;0,255;0,259;0,143;98,926;0;0,016;0,139;0;0,032
"536";0,131;2,761;1,028;0,061;9,041;0,817;0,073;83,756;0;0,329;0,979;0;1,023
"537";0,332;4,403;1,159;1,999;4,338;6,957;1,37;72,657;0;1,07;5,556;0;0,16
"538";1,512;3,225;6,69;5,148;3,52;7,37;5,047;46,785;0;1,806;17,085;0;1,812
"539";2,17;3,249;0,865;0,153;2,443;2,01;3,36;77,857;0;0,379;3,818;0;3,696
"540";2,032;3,969;7,373;0,592;3,045;2,264;0,686;54,945;0;0,424;23,136;0;1,536
"541";0,467;10,927;3,191;0,842;7,114;6,807;0,551;58,96;0;0,194;9,191;0;1,756
"542";0,516;3,438;1,538;0,909;5,149;10,519;2,239;69,075;0;0,343;5,53;0;0,745
"543";0,139;1,699;1,051;0,106;3,057;5,736;23,683;60,375;0;0,198;3,605;0;0,352
"544";1,134;5,856;0,939;0,827;2,712;2,793;5,628;55,957;0;0,433;16,653;0;7,069
"545";0,319;2,123;1,162;0,974;0,735;2,292;0,764;88,05;0;0,167;2,008;0;1,406
"546";0,713;7,688;3,707;0,433;7,7;16,283;11,64;41,68;0;0,414;4,965;0;4,777
"547";1,361;7,865;1,737;0,251;4,895;16,264;6,518;51,049;0;0,524;7,615;0;1,922
"548";0,763;1,671;15,307;0,349;5,927;6,245;4,066;33,723;0;0,554;26,486;0;4,91
"549";2,881;9,874;1,627;0,461;5,387;2,114;0,924;65,675;0;0,748;4,359;0;5,95
"550";0,65;3,413;0,729;0,343;1,531;1,613;0,361;83,568;0;1,658;4,46;0;1,673
"551";0,431;1,428;1,995;0,69;2,166;4,162;1,051;71,08;0;1,415;7,978;0;7,602
"552";0,397;9,749;0,775;0,537;1,881;2,802;2,016;69,188;0;0,287;10,933;0;1,435
"553";0,125;2,275;1,885;1,821;18,912;2,297;0,613;63,745;0;0,236;5,973;0;2,118
"554";1,362;4,329;14,11;0,198;2,959;1,722;0,924;59,226;0;0,844;13,21;0;1,115
"555";0,507;16,107;5,444;0,599;28,992;6,349;1,081;30,463;0;0,835;6,389;0;3,235
"556";2,583;4,107;1,295;0,239;2,821;5,685;1,248;64,197;0;2,678;10,355;0;4,793
"557";0,264;1,703;2,238;0,39;7,102;1,588;28,133;48,667;0;0,285;4,51;0;5,119
"558";1,264;1,641;2,114;0,739;2,135;6,122;0;81,414;0;0,419;3,353;0;0,801
"559";0,955;5,313;0,897;0,304;27,815;4,813;0,613;55,61;0;0,565;2,472;0;0,642
"560";0,791;5,845;2,904;0,266;6,808;4,031;2,304;66,457;0;0,54;8,404;0;1,65
"561";0,319;1,634;0,664;0,227;0,998;10,27;1,745;37,286;0;0,303;44,355;0;2,199
"562";0,313;3,183;4,985;0,651;7,412;9,016;1,158;51,295;0;4,554;16,856;0;0,577
"563";2,668;19,911;9,684;0,143;1,456;8,769;1,437;52,474;0;0,29;2,848;0;0,321
"564";0,031;0,42;0,148;0,145;1,313;0,917;0,291;92,854;0;0,279;3,341;0;0,261
"565";0,134;4,265;1,874;3,091;6,261;2,969;0,715;72,316;0;0,152;5,427;0;2,797
"566";1,954;4,52;1,071;0,381;1,375;22,747;2,889;57,156;0;0,696;6,925;0;0,285
"567";0,194;1,521;2,206;0,469;4,839;5,839;7,618;66,975;0;1,846;3,088;0;5,405
"568";0,318;7,073;3,143;0,172;4,779;4,262;0,75;65,114;0;2,781;10,171;0;1,437
"569";0,315;0,347;2,167;0,104;0,611;0,777;0,663;92,451;0;0,156;1,506;0;0,903
"570";0,365;8,956;0,973;8,372;1,884;2,224;0,419;74,096;0;0,1;2,062;0;0,55
"571";0,318;5,92;3,161;0,28;3,421;9,211;2,217;56,099;0;0,535;17,663;0;1,176
"572";1,476;6;9,085;1,058;13,249;7,722;0,78;49,18;0;5,597;5,191;0;0,664
"573";0,4;6,805;13,636;0,688;2,227;8,553;4,788;56,969;0;0,589;3,985;0;1,361
"574";0,282;2,664;8,796;0,124;5,133;4,421;0,368;52,885;0;0,384;1,676;0;23,267
"575";0,09;0,509;0,048;0,066;2,027;93,852;0,053;2,295;0;0,047;0,987;0;0,025
"576";4,65;8,76;2,302;0,271;23,435;2,977;1,36;38,113;0;11,404;6,374;0;0,353
"577";0,052;6,431;0,16;0,026;0,366;1,049;0,169;90,766;0;0,28;0,488;0;0,213
"578";0,509;1,433;3,131;0,159;28,924;8,177;1,235;43,823;0;0,689;11,553;0;0,367
"579";0,149;6,88;0,84;0,21;4,525;9,054;1,113;68,235;0;1,079;7,538;0;0,377
"580";0,339;2,075;1,101;0,381;2,283;12,498;1,576;67,88;0;1,053;4,169;0;6,646
"581";0,371;3,167;0,476;0,235;18,587;4,748;0,67;46,215;0;2,592;11,647;0;11,291
"582";4,843;1,586;3,306;0,145;1,291;1,965;0,352;79,861;0;0,241;5,141;0;1,268
"583";0,935;4,301;2,561;1,123;1,531;2,054;2,94;71,561;0;2,956;4,949;0;5,088
"584";0,412;2,948;0,654;0,099;6,6;2,066;0,405;84,476;0;0,415;1,003;0;0,921
"585";0,094;1,51;0,35;0,504;1,999;5,309;0,367;43,674;0;0,379;14,897;0;30,916
"586";0,835;11,44;1,355;2,291;1,094;5,981;0,87;62,547;0;8,201;4,591;0;0,795
"587";3,293;10,514;2,791;1,641;6,446;5,391;2,657;55,43;0;0,621;8,69;0;2,526
"588";0,327;7,556;1,377;1,133;2,95;4,475;0,49;78,296;0;0,788;2,426;0;0,181
"589";1,774;5,304;1,94;0,218;1,174;31,138;1,574;50,288;0;0,497;5,718;0;0,375
"590";1,509;1,715;0,827;1,463;1,651;49,522;0,814;35,561;0;0,272;3,092;0;3,574
"591";1,898;16,445;2,921;0,095;1,616;1,643;0,29;72,299;0;0,131;2,398;0;0,263
"592";0,795;23,986;1,214;0,041;0,701;6,008;0,547;61,585;0;0,252;3,437;0;1,434
"593";0,171;0,678;0,841;0,151;9,359;10,154;1,444;64,008;0;0,549;1,578;0;11,068
"594";0,063;1,641;0,758;0,139;20,045;4,292;0,994;69,393;0;0,087;2,29;0;0,298
"595";7,77;2,699;0,54;0,031;9,46;11,112;0,687;63,802;0;0,158;3,349;0;0,391
"596";0,221;9,252;13,485;14,396;1,941;2,232;0,833;51,333;0;0,393;5,914;0;0
"597";0,436;3,893;1,715;0,548;2,603;4,848;0,941;39,619;0;0,454;5,132;0;39,811
"598";3,291;1,945;0,775;0,744;2,521;3,503;0,717;77,275;0;4,458;4,771;0;0
"599";0,256;1,486;9,445;0,605;2,867;2,908;3,6;65,414;0;1,617;8,328;0;3,473
"600";0,624;0,842;0,424;0,07;0,971;3,128;0,262;92,113;0;0,118;1,163;0;0,285
"601";1,139;6,569;1,642;1,704;20,571;4,231;0,766;56,933;0;1,012;3,444;0;1,988
"602";0,633;3,336;3,091;0,805;8,32;11,532;2,842;61,519;0;1,122;4,103;0;2,698
"603";0,118;2,516;2,664;0,063;2,177;3,021;0,397;84,045;0;0,138;4,605;0;0,256
"604";1,825;5,563;1,924;0,423;1,035;2,895;1,227;74,449;0;0,337;9,379;0;0,942
"605";0,426;0,483;0,254;0,028;0,392;2,729;46,389;31,741;0;0,718;0,557;0;16,284
"606";0,082;2,328;0,408;1,164;0,496;3,972;0,446;79,75;0;0,671;9,683;0;1,002
"607";0,738;2,035;1,792;0,113;5,542;3,299;0,245;81,451;0;0,486;3,528;0;0,772
"608";0,569;11,002;5,317;0,613;6,506;3,723;1,39;66,236;0;0,245;4,148;0;0,251
"609";0,869;59,285;1,718;0,167;3,74;1,556;7,303;19,347;0;0,41;1,205;0;4,4
"610";0,625;31,365;1,658;0,163;1,493;4,219;3,408;49,563;0;0,681;5,21;0;1,615
"611";0,042;1,037;0,743;0,094;4,418;1,002;0,128;90,151;0;0,161;1,785;0;0,44
"612";0,188;3,299;1,447;4,038;3,81;4,809;1,377;72,01;0;0,408;7,558;0;1,056
"613";0,086;2,273;3,397;37,853;0,289;1,355;3,11;33,939;0;0,407;13,919;0;3,371
"614";7,064;2,531;1,124;1,189;12,327;2,592;1,63;63,649;0;1,581;5,09;0;1,223
"615";1,474;2,612;2,703;0,533;1,5;2,473;1,164;76,868;0;0,4;5,838;0;4,436
"616";0,696;1,892;2,047;0,213;0,671;3,708;0,219;87,827;0;0,046;2,522;0;0,159
"617";0,365;7,289;3,865;0,345;5,068;4,191;2,149;66,949;0;5,008;2,455;0;2,316
"618";0,369;1,786;0,832;0,528;1,811;2,567;0,632;88,124;0;0,154;2,964;0;0,231
"619";0,253;0,588;0,217;0,086;1,236;0,374;76,774;19,285;0;0,091;0,952;0;0,143
"620";0,66;2,738;0,607;0,349;1,97;1,432;1,174;87,388;0;0,366;2,262;0;1,054
"621";2,602;1,97;3,547;1,743;4,75;9,998;1,656;38,261;0;5,852;27,29;0;2,332
"622";0,805;1,65;0,638;0,349;8,855;4,172;1,344;78,606;0;0,438;2,641;0;0,503
"623";0,593;12,214;1,238;0,08;2,406;15,229;3,892;58,976;0;0,23;5,142;0;0
"624";0,604;1,425;1,163;0,841;1,361;3,992;0,595;85,142;0;1,451;2,521;0;0,904
"625";0,19;5,83;1,261;0,079;1,001;64,438;0,882;23,765;0;0,517;1,686;0;0,351
"626";0,863;1,42;0,728;0,076;1,082;46,628;8,268;37,583;0;0,548;2,44;0;0,364
"627";0,012;0,098;0,365;0,025;0,2;0,314;0,041;98,468;0;0,028;0,45;0;0
"628";0,629;7,828;2,756;0,195;2,864;12,862;0,875;61,263;0;0,707;9,258;0;0,764
"629";0,067;1,324;0,355;0,057;0,644;0,697;0,342;94,981;0;0,092;0,985;0;0,456
"630";0,183;1,389;2,064;0,32;2,617;1,852;1,544;75,668;0;0,795;13,267;0;0,301
"631";0,283;1,627;1,66;0,582;7,853;14,498;1,59;68,294;0;0,546;2,759;0;0,309
"632";0,844;7,93;6,324;0,256;5,202;15,214;1,356;50,813;0;1,29;10,314;0;0,457
"633";1,174;5,324;1,53;0,177;11,746;5,329;3,299;60,603;0;0,384;9,334;0;1,101
"634";0,046;0,04;0,046;0,017;0,169;0,311;0,017;99,035;0;0,004;0,311;0;0,005
"635";2,086;5,762;3,555;0,34;1,129;14,81;0,498;66,402;0;0,643;4,015;0;0,76
"636";0,227;4,972;1,489;1,068;5,856;7,07;16,652;57,351;0;0,366;3,291;0;1,656
"637";0,017;0,454;0,303;0,138;0,666;34,096;1,159;57,562;0;0,152;5,225;0;0,228
"638";0,172;1,095;0,7;0,488;0,32;0,97;0,198;90,69;0;0,101;4,856;0;0,412
"639";0,559;3,99;13,969;0,431;1,57;1,691;0,603;73,462;0;0,121;3,131;0;0,472
"640";0,096;3,886;0,324;0,174;1,107;1,056;0;85,95;0;0,115;7,182;0;0,111
"641";0,143;1,39;2,032;0,808;2,706;0,798;0,609;88,66;0;0,743;1,94;0;0,172
"642";0,412;9,516;3,161;0,735;7,257;8,505;2,077;56,663;0;1,326;8,902;0;1,446
"643";2,59;4,573;2,525;0,485;7,264;21,522;2,11;45,93;0;5,324;3,197;0;4,48
"644";1,459;2,341;2,188;0,298;11,708;3,892;0,702;67,527;0;2,974;5,803;0;1,107
"645";0,128;0,707;3,344;0,176;1,403;1,978;14,854;74,728;0;0,875;1,192;0;0,616
"646";0,334;2,581;2,303;0,31;13,7;2,533;0,883;68,011;0;0,116;7,804;0;1,426
"647";1,88;2,42;1,12;0,538;1,332;5,648;0,391;71,826;0;1,851;12,523;0;0,471
"648";12,99;12,92;1,465;0,457;13,025;2,718;2,351;49,616;0;0,892;2,561;0;1,005
"649";0,831;6,137;1,23;0,142;6,473;6,941;4,128;68,987;0;0,22;4,625;0;0,286
"650";1,564;4,799;1,131;0,338;5,767;3,221;2,162;66,709;0;0,208;11,779;0;2,321
"651";0,652;6,149;1,621;0,405;5,873;23,594;0,935;49,208;0;0,921;9,815;0;0,827
"652";0,007;0,087;0,104;0,326;0,044;0,063;0,015;1,017;0;0,007;98,324;0;0,005
"653";0,429;1,609;0,725;0,129;1,147;14,105;0,607;70,366;0;0,463;9,564;0;0,858
"654";5,16;4,057;1,27;0,286;1,319;4,845;0,401;67,968;0;0,084;9,732;0;4,876
"655";1,815;8,139;3,871;0,179;3,341;1,105;0,539;73,591;0;0,399;6,501;0;0,52
"656";0,549;1,542;0,488;0,09;1,346;4,007;1,272;88,223;0;0,162;1,692;0;0,629
"657";1,293;3,351;4,987;0,324;8,219;15,394;4,283;34,395;0;1,209;5,551;0;20,993
"658";0,557;2,986;0,92;0,331;2,628;13,362;3,023;69,764;0;0,621;3,272;0;2,535
"659";0,078;2,603;0,308;0,031;0,671;2,206;0,274;90,507;0;0,056;3,103;0;0,164
"660";0,061;1,651;0,174;0,083;0,692;2,534;0,147;93,567;0;0,473;0,616;0;0
"661";0,44;1,363;7,564;0,232;2,022;10,783;1,421;57,743;0;0,114;7,735;0;10,583
"662";0,446;12,025;2,798;0,498;3,16;3,378;1,307;70,158;0;0,694;3,446;0;2,09
"663";0,003;0,042;0,078;0,025;0,022;0,034;0,017;99,702;0;0,006;0,068;0;0,003
"664";2,634;12,598;0,769;1,731;9,604;2,097;1,296;62,23;0;0,394;5,585;0;1,062
"665";0,467;11,103;1,638;0,248;2,38;3,652;2,215;53,294;0;12,51;11,673;0;0,82
"666";0,126;0,745;0,385;1,934;0,698;2,209;0,276;91,159;0;0,27;1,369;0;0,829
"667";0,123;0,341;0,106;6,159;1,398;2,317;0,142;86,995;0;0,072;0,675;0;1,672
"668";0,207;1,266;0,487;0,395;0,624;1,626;0,24;80,277;0;0,142;14,542;0;0,195
"669";0,628;22,717;0,563;0,331;3,171;5,656;10,149;36,209;0;0,326;5,783;0;14,468
"670";6,934;0,234;0,523;0,228;2,229;1,641;0,113;86,558;0;0,268;1,147;0;0,125
"671";0,335;2,302;1,354;0,312;2,913;3,444;1,394;49,82;0;24,224;8,147;0;5,756
"672";0,366;4,436;1,595;0,187;1,824;4,046;0,911;59,976;0;2,457;21,069;0;3,133
"673";0,533;10,543;1,583;0,297;5,07;4,548;1,435;69,457;0;0,464;4,684;0;1,386
"674";1,732;21;1,056;0,222;1,88;2,095;0,334;67,271;0;0,15;3,196;0;1,065
"675";0,608;11,101;1,993;2,851;1,91;5,23;7,472;60,266;0;0,316;6,477;0;1,776
"676";0,002;0,11;0,01;0,008;0,272;0,062;0,022;99,436;0;0,005;0,049;0;0,025
"677";0,257;20,607;0,792;2,035;1,703;2,161;0,581;61,957;0;0,294;8,077;0;1,535
"678";0,144;4,78;0,233;0,025;0,528;61,757;0,669;29,996;0;0,062;1,489;0;0,318
"679";0,964;9,163;6,287;0,215;3,941;3,663;0,91;68,708;0;0,338;5,126;0;0,685
"680";0,237;2,368;0,882;0,355;4,703;2,19;0,42;41,715;0;0,275;31,151;0;15,705
"681";1,532;2,951;20,69;0,981;2,728;3,907;1,665;59,64;0;0,809;4,738;0;0,359
"682";0,292;6,254;0,82;4,979;5,265;3,732;0,37;20,027;0;0,193;57,688;0;0,382
"683";0,156;9,487;0,477;1,382;1,193;10,79;0,708;52,199;0;18,333;4,604;0;0,67
"684";0,323;2,295;1,945;0,835;3,628;12,177;2,919;68,392;0;0,276;6,082;0;1,128
"685";0,254;1,975;1,698;0,076;2,837;4,089;0,39;85,066;0;0,209;2,69;0;0,715
"686";0,415;3,889;1,424;0,407;6,081;9,977;19,224;44,791;0;0,802;6,607;0;6,383
"687";0,231;4,702;2,166;5,945;3,263;6,094;2,3;58,296;0;1,189;12,592;0;3,222
"688";0,281;1,388;4,701;0,206;3,001;3,38;32,46;49,695;0;0,423;4,19;0;0,277
"689";0,5;10,424;2,557;0,257;5,063;5,506;1,289;67,919;0;0,421;4,267;0;1,798
"690";0,285;5,111;0,79;5,505;2,414;5,512;0,267;74,48;0;0,193;5,443;0;0
"691";0,675;3,307;1,583;0,961;5,586;0,853;1,366;69,131;0;0,42;10,49;0;5,627
"692";0,578;4,728;4,281;6,081;5,503;14,442;4,229;44,291;0;0,509;12,503;0;2,854
"693";0,559;1,633;18,237;0,295;5,687;5,283;2,928;57,558;0;0,161;6,216;0;1,444
"694";0,89;2,822;1,629;3,259;1,689;1,433;3,844;71,049;0;0,231;12,203;0;0,95
"695";0,031;3,418;0,754;1,426;0,793;1,002;0,086;85,516;0;0,327;5,263;0;1,385
"696";0,142;21,627;1,982;0,628;8,45;1,898;5,861;53,232;0;1,27;4,347;0;0,564
"697";1,406;6,291;1,545;1,763;3,621;11,229;2,245;64,406;0;0,923;6,151;0;0,421
"698";0,759;3,187;3,433;1,198;4,487;10,348;1,774;70,359;0;0,72;2,565;0;1,169
"699";0,143;3,619;3,507;1,527;5,243;24,903;1,317;23,572;0;21,194;9,474;0;5,499
"700";1,177;2,422;1,208;0,24;11,2;6,151;2,163;71,779;0;0,306;1,956;0;1,398
"701";0,116;2,375;6,841;0,108;18,395;12,33;0,496;18,834;0;0,41;39,799;0;0,296
"702";0,308;2,96;8,207;0,443;1,932;23,428;1,651;52,23;0;0,233;4,854;0;3,754
"703";2,334;2,303;2,206;1,919;2,322;2,091;2,279;43,43;0;4,717;35,254;0;1,146
"704";0,58;4,349;0,72;0,169;1,8;1,849;3,654;81,551;0;1,438;2,771;0;1,119
"705";0,108;5,007;1,403;0,36;1,702;3,537;0,589;80,113;0;0,191;6,742;0;0,247
"706";0,878;15,368;0,499;0,502;1,213;2,028;0,691;67,162;0;0,21;7,178;0;4,27
"707";0,779;3,974;15,825;0,428;2,674;6,78;1,256;49,585;0;0,269;11,614;0;6,817
"708";0,191;2,05;36,989;0,257;3,996;9,838;2,666;39,633;0;0,665;3,287;0;0,429
"709";0,252;0,546;0,521;0,033;1,735;2,426;0,134;86,951;0;0,144;0,779;0;6,477
"710";0,285;1,562;0,972;0,315;0,942;0,967;0,534;90,844;0;0,246;2,917;0;0,416
"711";0,355;7,525;0,817;0,311;1,113;1,93;0,391;50,36;0;1,407;35,306;0;0,485
"712";0,059;7,646;1,316;0,328;1,482;12,681;7,264;60,131;0;0,104;6,176;0;2,815
"713";0,106;0,629;0,527;0,846;9,94;1,012;0,555;85,19;0;0,078;0,993;0;0,123
"714";0,572;1,812;0,455;0,282;2,23;2,165;0,601;87,404;0;0,644;2,516;0;1,319
"715";1,534;3,093;7,683;0,504;13,072;2,192;0,638;59,294;0;0,872;7,376;0;3,744
"716";0,522;80,349;0,751;0,246;0,94;6,429;0,133;9,829;0;0,128;0,583;0;0,092
"717";3,977;3,718;1,817;0,148;3,549;9,782;0,473;70,349;0;0,579;4,164;0;1,444
"718";0,9;3,02;0,685;1,154;3,056;6,829;7,77;29,421;0;0,534;46,63;0;0
"719";0,073;1,5;1,142;0,229;0,664;1,372;8,398;76,473;0;0,326;6,196;0;3,627
"720";0,266;2,737;0,406;0,102;0,605;1,764;0,189;87,225;0;4,041;2,37;0;0,295
"721";0,237;2,986;0,346;9,434;2,613;10,231;1,002;70,722;0;0,322;1,725;0;0,383
"722";0,293;1,389;1,169;0,455;0,946;2,157;0,601;86,697;0;1,428;3,618;0;1,248
"723";0,17;0,631;7,319;0,158;1,105;1,388;0,193;84,934;0;1,42;2,215;0;0,468
"724";0,836;1,8;5,241;0,796;10,94;5,231;3,003;66,885;0;1,807;2,711;0;0,75
"725";0,102;0,581;0,811;0,054;0,829;2,56;0,185;20,878;0;70,522;2,522;0;0,955
"726";0,702;13,562;1,074;0,205;24,49;4,486;2,207;39,165;0;0,412;12,524;0;1,173
"727";1,28;2,336;0,891;0,124;5,873;13,34;0,619;71,277;0;0,55;2,896;0;0,814
"728";0,292;3,622;1,516;0,144;2,683;11,809;1,79;70,002;0;1,122;6,039;0;0,981
"729";0,348;1,885;1,343;1,81;2,508;3,779;0,416;81,544;0;1,461;3,785;0;1,122
"730";0,647;7,295;2,986;2,12;2,437;16,277;0,601;61,02;0;0,349;4,704;0;1,565
"731";0,15;1,076;0,432;0,987;0,267;1,284;0,219;72,496;0;0,137;22,857;0;0,096
"732";0,012;1,178;0,024;0,008;0,164;0,037;0,004;98,488;0;0,001;0,078;0;0,007
"733";0,205;77,521;0,794;0,121;0,867;0,521;0,186;17,252;0;1,236;1,271;0;0,026
"734";1,251;1,779;7,191;8,109;10,696;1,162;7,648;38,293;0;0,323;21,614;0;1,934
"735";0,246;1,124;6,104;1,024;1,769;3,811;1,257;74,961;0;0,837;7,105;0;1,762
"736";0,138;1,15;0,467;0,178;0,518;1,304;0,7;93,431;0;0,232;1,079;0;0,803
"737";0,62;8,147;4,462;0,862;2,663;5,293;1,592;72,237;0;0,269;3,483;0;0,372
"738";0,16;2,161;1,253;0,244;8,583;3,854;1,914;63,31;0;0,152;17,592;0;0,777
"739";0,496;3,928;1,256;0,19;1,071;25,161;2,257;57,811;0;0,063;7,038;0;0,728
"740";1,978;8,441;3,888;0,807;2,409;9,586;6,269;48,485;0;5,922;9,665;0;2,552
"741";1,346;2,448;33,71;0,132;1,517;9,567;0,778;40,236;0;0,093;10,06;0;0,112
"742";0,128;0,785;0,22;0,051;0,642;0,534;0,087;95,515;0;0,247;0,65;0;1,142
"743";0,485;3,091;3,848;0,52;15,812;5,164;3,535;59,317;0;1,327;5,615;0;1,287
"744";0,496;4,328;2,623;0,84;10,195;3,48;1,417;68,903;0;0,577;6,504;0;0,635
"745";1,195;3,562;1,036;32,55;2,521;3,821;0,657;49,305;0;0,329;4,583;0;0,44
"746";0,454;1,518;0,446;0,17;0,717;2,046;0,311;89,923;0;0,185;2,916;0;1,311
"747";0,048;16,195;1,173;0,24;3,088;5,154;0,758;47,869;0;2,23;22,349;0;0,896
"748";1,501;16,181;4,543;0,274;1,707;5,549;1,744;52,721;0;1,223;12,896;0;1,661
"749";2,948;1,808;2,369;0,188;20,298;8,938;2,918;50,916;0;0,287;7,076;0;2,254
"750";0,224;2,624;0,325;0,2;1,384;2,45;2,027;78,141;0;0,564;5,742;0;6,319
"751";1,475;5,337;2,296;3,901;1,626;4,368;1,952;72,22;0;0,673;4,625;0;1,526
"752";1,081;19,904;2,288;0,273;1,482;3;1,91;63,204;0;0,336;3,958;0;2,564
"753";0,809;2,811;2,538;0,609;4,932;2,344;0,667;81,203;0;0,319;3,389;0;0,378
"754";0,643;3,396;2,718;0,462;7,531;10,409;3,104;64,283;0;0,435;5,299;0;1,718
"755";67,362;0,756;0,147;0,299;0,218;1,638;0,072;28,485;0;0,07;0,699;0;0,255
"756";1,974;7,897;1,624;0,492;1,629;1,134;0,654;81,946;0;0,168;2,292;0;0,191
"757";0,429;1,215;2,966;0,172;0,956;2,336;0,85;86,261;0;0,45;2,497;0;1,869
"758";0,105;1,095;0,169;0,066;1,075;3,41;4,8;87,123;0;0,043;1,412;0;0,702
"759";0,157;7,056;2,129;0,262;2,939;3,107;0,986;78,979;0;0,317;3,552;0;0,516
"760";0,203;1,331;0,459;0,358;1,467;2,894;0,56;88,296;0;0,157;3,251;0;1,025
"761";0,239;1,216;0,698;0,166;0,607;1,478;0,343;60,169;0;0,126;34,659;0;0,299
"762";0,361;2,071;0,991;0,16;6,968;4,396;0,814;72,544;0;0,548;10,451;0;0,696
"763";0,053;5,441;0,105;0,162;0,636;1,101;0,341;58,95;0;0,26;1,201;0;31,749
"764";0,3;3,206;4,194;0,099;4,126;9,154;2,015;54,882;0;5,65;8,69;0;7,685
"765";1,089;8,227;0,968;0,174;4,793;15,437;0,66;62,044;0;1,212;4,808;0;0,587
"766";0,522;1,286;0,868;0,15;8,057;20,846;3,155;55,968;0;0,281;6,697;0;2,17
"767";0,138;0,517;0,603;0,09;0,281;0,723;2,489;31,16;0;0,097;63,538;0;0,363
"768";0,169;2,493;6,056;0,111;0,749;2,065;1,304;76,214;0;0,134;9,499;0;1,205
"769";0,391;4,753;6,048;1,317;3,516;2,318;1,534;56,357;0;0,317;22,091;0;1,357
"770";0,273;1,61;4,203;6,762;2,674;3,516;2,739;66,946;0;1,037;6,867;0;3,373
"771";0,538;2,708;1,623;0,515;1,348;2,166;1,035;79,009;0;0,142;10,044;0;0,872
"772";0,263;4,422;4,7;0,285;10,87;2,833;1,003;62,048;0;0,513;11,58;0;1,484
"773";0,472;1,117;0,758;0,056;7,267;2,956;0,093;83,035;0;0,287;2,863;0;1,096
"774";0,713;0,52;0,618;0,401;0,678;0,681;0,12;93,907;0;0,332;1,902;0;0,127
"775";0,026;0,807;0,143;0,022;0,297;29,967;0,612;66,742;0;0,113;1,226;0;0,046
"776";0,589;10,227;1,309;0,126;9,379;5,542;1,946;64,34;0;1,349;4,63;0;0,563
"777";0,471;4,47;0,727;0,127;5,547;8,895;0,611;39,89;0;3,7;34,417;0;1,146
"778";0,195;5,126;2,041;1,595;5,397;4,361;0,284;72,378;0;0,759;5,81;0;2,055
"779";0,166;1,312;11,706;0,072;3,552;12,346;0,386;68,873;0;0,196;1,287;0;0,105
"780";0,001;0,009;0,015;0,002;0,021;0,019;0,002;99,91;0;0,003;0,016;0;0,002
"781";0,33;5,954;1,916;0,274;6,235;11,069;0,431;67,484;0;0,443;3,01;0;2,855
"782";1,156;3,164;15,046;0,97;6,059;8,728;0,566;49,065;0;0,199;8,839;0;6,209
"783";2,631;3,567;2,635;0,169;2,42;7,023;3,017;56,509;0;0,495;16,999;0;4,533
"784";0,836;4,234;1,849;8,928;2,284;7,257;2,494;52,419;0;0,753;18,257;0;0,689
"785";0,147;2,716;1,322;1,051;9,407;6,284;2,696;69,133;0;0,171;7,074;0;0
"786";0,307;5,576;2,532;0,118;1,642;31,944;0,805;53,177;0;0,527;3,093;0;0,279
"787";0,659;5,633;3,326;0,439;13,117;3,491;4,813;60,816;0;2,146;4,649;0;0,91
"788";0,51;4,805;1,869;0,324;3,469;5,196;2,208;59,875;0;1,313;13,562;0;6,868
"789";0,362;3,344;2,249;0,207;3,91;4,519;3,134;27,275;0;0,474;52,789;0;1,737
"790";0,516;1,897;0,664;0,154;6,688;4,47;0,309;60,623;0;0,141;24,358;0;0,181
"791";1,007;2,903;24,209;0,21;37,48;5,579;0,643;24,985;0;0,172;2,342;0;0,471
"792";5,316;8,451;1,5;1,891;8,313;4,135;2,347;61,12;0;0,346;4,705;0;1,877
"793";0,033;93,359;0,181;0,015;0,151;0,359;0,122;4,929;0;0,01;0,599;0;0,242
"794";0,379;2,234;2,56;0,521;5,494;10,931;0,944;60,043;0;7,024;4,595;0;5,277
"795";2,547;4,822;1,185;0,421;1,666;14,314;13,464;54,417;0;0,612;5,464;0;1,087
"796";0,439;6,863;0,612;0,333;1,4;1,898;1,039;79,609;0;2,348;5,057;0;0,402
"797";0,18;1,042;0,383;0,027;0,542;91,251;0,18;5,029;0;0,135;0,72;0;0,511
"798";1,304;2,645;0,923;0,843;4,855;30,713;1,11;43,021;0;8,391;5,519;0;0,675
"799";0,214;1,051;0,494;0,186;1,097;50,575;1,744;39,923;0;0,192;4,397;0;0,127
"800";0,044;0,507;1,226;0,091;0,807;0,804;0,513;12,367;0;80,723;0,654;0;2,265
"801";0,768;0,811;4,94;0,479;3,876;2,883;1,994;28,101;0;0,38;55,171;0;0,595
"802";0,586;2,642;0,84;0,776;4,044;7,159;1,607;77,017;0;2,201;2,819;0;0,308
"803";8,508;19,73;1,513;0,923;21,656;16,951;0,81;27,713;0;0,351;1,845;0;0
"804";0,07;3,515;0,449;0,068;1,594;0,768;1,127;91,202;0;0,211;0,893;0;0,102
